Date		Time		Sub_Nr	Block	Trial	ITI	Pic_Duration	Stimulus
2024-09-30	09:53:42.882	1	1	1	1.771	0.6		neutral_20.jpg
2024-09-30	09:53:43.990	1	1	2	1.573	0.6		highneg_24.jpg
2024-09-30	09:53:45.102	1	1	3	1.270	0.6		neutral_16.jpg
2024-09-30	09:53:46.216	1	1	4	1.634	0.6		highneg_12.jpg
2024-09-30	09:53:47.323	1	1	5	1.016	0.6		highneg_14.jpg
2024-09-30	09:53:48.432	1	1	6	1.166	0.6		highneg_22.jpg
2024-09-30	09:53:49.539	1	1	7	1.740	0.6		lowneg_23.jpg
2024-09-30	09:53:50.653	1	1	8	1.551	0.6		lowpos_04.jpg
2024-09-30	09:53:51.772	1	1	9	1.936	0.6		highneg_18.jpg
2024-09-30	09:53:52.876	1	1	10	1.073	0.6		lowneg_19.jpg
2024-09-30	09:53:53.986	1	1	11	1.154	0.6		lowpos_06.jpg
2024-09-30	09:53:55.103	1	1	12	1.818	0.6		neutral_06.jpg
2024-09-30	09:53:56.223	1	1	13	1.817	0.6		lowpos_17.jpg
2024-09-30	09:53:57.338	1	1	14	1.429	0.6		neutral_12.jpg
2024-09-30	09:53:58.453	1	1	15	1.402	0.6		highneg_13.jpg
2024-09-30	09:53:59.561	1	1	16	1.819	0.6		lowpos_21.jpg
2024-09-30	09:54:00.677	1	1	17	1.137	0.6		highneg_21.jpg
2024-09-30	09:54:01.790	1	1	18	1.106	0.6		lowpos_29.jpg
2024-09-30	09:54:02.908	1	1	19	1.078	0.6		highpos_24.jpg
2024-09-30	09:54:04.019	1	1	20	1.261	0.6		lowneg_18.jpg
2024-09-30	09:54:05.140	1	1	21	1.339	0.6		neutral_17.jpg
2024-09-30	09:54:06.248	1	1	22	1.088	0.6		highneg_08.jpg
2024-09-30	09:54:07.360	1	1	23	1.627	0.6		lowneg_05.jpg
2024-09-30	09:54:08.477	1	1	24	1.148	0.6		lowneg_02.jpg
2024-09-30	09:54:09.594	1	1	25	1.194	0.6		highpos_06.jpg
2024-09-30	09:54:10.699	1	1	26	1.634	0.6		highpos_02.jpg
2024-09-30	09:54:11.815	1	1	27	1.097	0.6		lowpos_08.jpg
2024-09-30	09:54:12.935	1	1	28	1.373	0.6		highpos_05.jpg
2024-09-30	09:54:14.049	1	1	29	1.733	0.6		highneg_19.jpg
2024-09-30	09:54:15.163	1	1	30	1.555	0.6		neutral_02.jpg
2024-09-30	09:54:16.273	1	1	31	1.738	0.6		highneg_25.jpg
2024-09-30	09:54:17.390	1	1	32	1.643	0.6		highneg_09.jpg
2024-09-30	09:54:18.502	1	1	33	1.295	0.6		neutral_10.jpg
2024-09-30	09:54:19.609	1	1	34	1.731	0.6		lowpos_22.jpg
2024-09-30	09:54:20.725	1	1	35	1.633	0.6		neutral_22.jpg
2024-09-30	09:54:21.841	1	1	36	1.233	0.6		lowneg_15.jpg
2024-09-30	09:54:22.952	1	1	37	1.818	0.6		lowneg_08.jpg
2024-09-30	09:54:24.064	1	1	38	1.966	0.6		lowneg_17.jpg
2024-09-30	09:54:25.178	1	1	39	1.942	0.6		lowpos_20.jpg
2024-09-30	09:54:26.295	1	1	40	1.915	0.6		highneg_20.jpg
2024-09-30	09:54:27.408	1	1	41	1.281	0.6		highneg_07.jpg
2024-09-30	09:54:28.522	1	1	42	1.218	0.6		highpos_11.jpg
2024-09-30	09:54:29.639	1	1	43	1.759	0.6		highneg_23.jpg
2024-09-30	09:54:30.749	1	1	44	1.558	0.6		lowpos_25.jpg
2024-09-30	09:54:31.866	1	1	45	1.688	0.6		highpos_15.jpg
2024-09-30	09:54:32.977	1	1	46	1.130	0.6		highpos_08.jpg
2024-09-30	09:54:34.091	1	1	47	1.507	0.6		highneg_06.jpg
2024-09-30	09:54:35.199	1	1	48	1.684	0.6		neutral_14.jpg
2024-09-30	09:54:36.311	1	1	49	1.406	0.6		lowpos_12.jpg
2024-09-30	09:54:37.417	1	1	50	1.385	0.6		neutral_24.jpg
2024-09-30	09:54:38.519	1	1	51	1.451	0.6		highpos_04.jpg
2024-09-30	09:54:39.624	1	1	52	1.480	0.6		highpos_16.jpg
2024-09-30	09:54:40.747	1	1	53	1.022	0.6		neutral_05.jpg
2024-09-30	09:54:41.858	1	1	54	1.665	0.6		lowpos_02.jpg
2024-09-30	09:54:42.970	1	1	55	1.346	0.6		lowneg_12.jpg
2024-09-30	09:54:44.084	1	1	56	1.460	0.6		highpos_13.jpg
2024-09-30	09:54:45.192	1	1	57	1.268	0.6		lowpos_32.jpg
2024-09-30	09:54:46.304	1	1	58	1.256	0.6		highpos_07.jpg
2024-09-30	09:54:47.410	1	1	59	1.423	0.6		highpos_27.jpg
2024-09-30	09:54:48.516	1	1	60	1.034	0.6		lowpos_14.jpg
