CrossTime,SceneTime,PicDuration,Target_ITI,Actual_ITI,ITI_Error,Block,Trial,Stimulus
1729162561.556638,1729162562.767030,0.600000,1.813968,1.789023,-0.024945,1,54,lowpos_14.jpg
1729162563.359954,1729162565.049666,0.600000,2.295101,2.282636,-0.012465,1,55,lowneg_12.jpg
1729162565.644486,1729162566.359880,0.600000,1.311161,1.310214,-0.000947,1,56,highpos_15.jpg
1729162566.958255,1729162568.205531,0.600000,1.850507,1.845651,-0.004856,1,57,lowpos_17.jpg
1729162568.797407,1729162570.793376,0.600000,2.597499,2.587845,-0.009654,1,58,highneg_23.jpg
1729162571.388890,1729162572.037644,0.600000,1.241734,1.244268,0.002534,1,59,neutral_11.jpg
1729162572.729878,1729162573.859506,0.600000,1.832835,1.821862,-0.010973,1,60,highneg_13.jpg
1729162574.453289,1729162576.522010,0.600000,2.665873,2.662504,-0.003369,1,61,highneg_11.jpg
1729162577.113871,1729162579.103952,0.600000,2.588108,2.581942,-0.006166,1,62,lowpos_03.jpg
1729162579.694291,1729162582.010994,0.600000,2.912904,2.907042,-0.005862,1,63,lowneg_16.jpg
1729162582.603851,1729162584.006149,0.600000,2.006323,1.995155,-0.011167,1,64,highneg_10.jpg
1729162584.599956,1729162586.231531,0.600000,2.236207,2.225382,-0.010826,1,65,lowneg_05.jpg
1729162586.822991,1729162587.674852,0.600000,1.457805,1.443321,-0.014484,1,66,neutral_15.jpg
1729162588.267005,1729162589.979577,0.600000,2.298185,2.304725,0.006540,1,67,neutral_06.jpg
1729162590.558351,1729162592.859424,0.600000,2.901916,2.879847,-0.022069,1,68,lowpos_31.jpg
1729162593.451809,1729162595.709326,0.600000,2.854972,2.849902,-0.005070,1,69,lowpos_02.jpg
1729162596.300233,1729162597.653888,0.600000,1.953409,1.944562,-0.008847,1,70,highneg_06.jpg
1729162598.246329,1729162600.361279,0.600000,2.711701,2.707391,-0.004310,1,71,highpos_03.jpg
1729162600.944775,1729162603.130705,0.600000,2.789607,2.769426,-0.020181,1,72,highneg_03.jpg
1729162603.723027,1729162606.069148,0.600000,2.937505,2.938443,0.000938,1,73,lowneg_17.jpg
1729162606.657840,1729162608.103925,0.600000,2.030654,2.034777,0.004123,1,74,highpos_26.jpg
1729162608.683281,1729162610.673905,0.600000,2.567020,2.569980,0.002960,1,75,lowpos_25.jpg
1729162611.240740,1729162612.743235,0.600000,2.091307,2.069330,-0.021977,1,76,neutral_12.jpg
1729162613.322084,1729162614.750676,0.600000,2.032497,2.007441,-0.025056,1,77,lowneg_07.jpg
1729162615.344485,1729162616.835955,0.600000,2.078505,2.085279,0.006774,1,78,lowpos_27.jpg
1729162617.422273,1729162619.077837,0.600000,2.239651,2.241882,0.002231,1,79,lowneg_09.jpg
1729162619.657082,1729162620.075410,0.600000,1.002267,0.997573,-0.004694,1,80,highneg_19.jpg
1729162620.658761,1729162622.252713,0.600000,2.147053,2.177303,0.030250,1,81,neutral_17.jpg
1729162622.790604,1729162624.972316,0.600000,2.748076,2.719603,-0.028473,1,82,highpos_04.jpg
1729162625.542938,1729162627.306614,0.600000,2.359647,2.334298,-0.025349,1,83,neutral_04.jpg
1729162627.896137,1729162628.833812,0.600000,1.536098,1.527198,-0.008900,1,84,lowneg_13.jpg
1729162629.425586,1729162630.390912,0.600000,1.502103,1.557100,0.054997,1,85,lowneg_03.jpg
1729162630.919601,1729162632.750143,0.600000,2.426293,2.359231,-0.067062,1,86,highneg_16.jpg
1729162633.348015,1729162633.754338,0.600000,1.010035,1.004195,-0.005840,1,87,neutral_07.jpg
1729162634.350320,1729162635.695591,0.600000,1.945726,1.941253,-0.004473,1,88,lowpos_16.jpg
1729162636.289563,1729162637.104351,0.600000,1.410201,1.408760,-0.001441,1,89,highneg_01.jpg
1729162637.706925,1729162638.710052,0.600000,1.575697,1.605701,0.030004,1,90,lowneg_22.jpg
1729162639.277415,1729162640.101052,0.600000,1.424370,1.391000,-0.033370,1,91,neutral_16.jpg
1729162640.694565,1729162642.215819,0.600000,2.018051,2.114767,0.096716,1,92,lowpos_21.jpg
1729162642.708219,1729162644.754571,0.600000,2.638281,2.538752,-0.099529,1,93,highneg_14.jpg
1729162645.348208,1729162647.387519,0.600000,2.638043,2.632948,-0.005095,1,94,neutral_05.jpg
1729162647.995938,1729162650.240761,0.600000,2.838004,2.853242,0.015238,1,95,lowpos_10.jpg
1729162650.829854,1729162652.159227,0.600000,1.925902,1.918466,-0.007436,1,96,neutral_13.jpg
1729162652.754054,1729162655.362220,0.600000,2.932612,3.202993,0.270381,1,97,lowneg_15.jpg
1729162655.680054,1729162656.336161,0.600000,1.249023,0.973941,-0.275082,1,98,neutral_22.jpg
1729162656.919147,1729162658.567866,0.600000,2.244265,2.231705,-0.012560,1,99,highneg_21.jpg
1729162659.159221,1729162661.427041,0.600000,2.861931,2.859175,-0.002756,1,100,neutral_09.jpg
1729162662.023843,1729162662.459628,0.600000,1.026579,1.032587,0.006008,1,101,highneg_25.jpg
1729162663.045870,1729162663.945756,0.600000,1.491043,1.486128,-0.004915,1,102,highneg_24.jpg
1729162664.539132,1729162665.847996,0.600000,1.908118,1.902240,-0.005878,1,103,lowneg_01.jpg
1729162666.454904,1729162668.073644,0.600000,2.218294,2.225648,0.007354,1,104,highpos_28.jpg
1729162668.670032,1729162669.522062,0.600000,1.448921,1.448418,-0.000503,1,105,highneg_09.jpg
1729162670.104234,1729162672.499563,0.600000,2.987557,2.977501,-0.010056,1,106,highpos_25.jpg
1729162673.092021,1729162673.802283,0.600000,1.311723,1.302720,-0.009003,1,107,highpos_11.jpg
1729162674.396674,1729162675.798649,0.600000,1.996383,1.996366,-0.000017,1,108,neutral_01.jpg
1729162676.390256,1729162678.509790,0.600000,2.714027,2.711141,-0.002887,1,109,highneg_08.jpg
1729162679.100796,1729162681.132954,0.600000,2.628384,2.623164,-0.005220,1,110,neutral_24.jpg
1729162681.729969,1729162682.738298,0.600000,1.584756,1.605344,0.020588,1,111,highpos_24.jpg
1729162683.313549,1729162684.196507,0.600000,1.481918,1.458209,-0.023709,1,112,neutral_25.jpg
1729162684.798119,1729162687.036298,0.600000,2.835014,2.839791,0.004777,1,113,neutral_20.jpg
